,Date,Val,Type,Series
253,2000 MAY,14.9,Aged 35-49,All
254,2000 JUN,14.9,Aged 35-49,All
255,2000 JUL,14.8,Aged 35-49,All
256,2000 AUG,14.7,Aged 35-49,All
257,2000 SEP,14.9,Aged 35-49,All
258,2000 OCT,15.0,Aged 35-49,All
259,2000 NOV,15.0,Aged 35-49,All
260,2000 DEC,14.8,Aged 35-49,All
261,2001 JAN,14.8,Aged 35-49,All
262,2001 FEB,14.9,Aged 35-49,All
263,2001 MAR,15.0,Aged 35-49,All
264,2001 APR,15.1,Aged 35-49,All
265,2001 MAY,15.2,Aged 35-49,All
266,2001 JUN,15.3,Aged 35-49,All
267,2001 JUL,15.3,Aged 35-49,All
268,2001 AUG,15.3,Aged 35-49,All
269,2001 SEP,15.4,Aged 35-49,All
270,2001 OCT,15.5,Aged 35-49,All
271,2001 NOV,15.4,Aged 35-49,All
272,2001 DEC,15.4,Aged 35-49,All
273,2002 JAN,15.4,Aged 35-49,All
274,2002 FEB,15.3,Aged 35-49,All
275,2002 MAR,15.2,Aged 35-49,All
276,2002 APR,15.1,Aged 35-49,All
277,2002 MAY,14.9,Aged 35-49,All
278,2002 JUN,15.0,Aged 35-49,All
279,2002 JUL,14.9,Aged 35-49,All
280,2002 AUG,14.9,Aged 35-49,All
281,2002 SEP,14.8,Aged 35-49,All
282,2002 OCT,14.9,Aged 35-49,All
283,2002 NOV,15.0,Aged 35-49,All
284,2002 DEC,15.2,Aged 35-49,All
285,2003 JAN,15.2,Aged 35-49,All
286,2003 FEB,15.1,Aged 35-49,All
287,2003 MAR,15.0,Aged 35-49,All
288,2003 APR,15.0,Aged 35-49,All
289,2003 MAY,15.1,Aged 35-49,All
290,2003 JUN,15.1,Aged 35-49,All
291,2003 JUL,15.2,Aged 35-49,All
292,2003 AUG,15.2,Aged 35-49,All
293,2003 SEP,15.2,Aged 35-49,All
294,2003 OCT,15.3,Aged 35-49,All
295,2003 NOV,15.2,Aged 35-49,All
296,2003 DEC,15.0,Aged 35-49,All
297,2004 JAN,15.0,Aged 35-49,All
298,2004 FEB,15.1,Aged 35-49,All
299,2004 MAR,15.2,Aged 35-49,All
300,2004 APR,15.2,Aged 35-49,All
301,2004 MAY,15.2,Aged 35-49,All
302,2004 JUN,15.4,Aged 35-49,All
303,2004 JUL,15.4,Aged 35-49,All
304,2004 AUG,15.3,Aged 35-49,All
305,2004 SEP,15.3,Aged 35-49,All
306,2004 OCT,15.3,Aged 35-49,All
307,2004 NOV,15.3,Aged 35-49,All
308,2004 DEC,15.3,Aged 35-49,All
309,2005 JAN,15.2,Aged 35-49,All
310,2005 FEB,15.2,Aged 35-49,All
311,2005 MAR,15.2,Aged 35-49,All
312,2005 APR,15.1,Aged 35-49,All
313,2005 MAY,15.1,Aged 35-49,All
314,2005 JUN,15.0,Aged 35-49,All
315,2005 JUL,14.9,Aged 35-49,All
316,2005 AUG,14.8,Aged 35-49,All
317,2005 SEP,14.9,Aged 35-49,All
318,2005 OCT,14.9,Aged 35-49,All
319,2005 NOV,14.9,Aged 35-49,All
320,2005 DEC,14.9,Aged 35-49,All
321,2006 JAN,14.7,Aged 35-49,All
322,2006 FEB,14.5,Aged 35-49,All
323,2006 MAR,14.6,Aged 35-49,All
324,2006 APR,14.6,Aged 35-49,All
325,2006 MAY,14.6,Aged 35-49,All
326,2006 JUN,14.5,Aged 35-49,All
327,2006 JUL,14.4,Aged 35-49,All
328,2006 AUG,14.6,Aged 35-49,All
329,2006 SEP,14.6,Aged 35-49,All
330,2006 OCT,14.7,Aged 35-49,All
331,2006 NOV,14.6,Aged 35-49,All
332,2006 DEC,14.7,Aged 35-49,All
333,2007 JAN,14.8,Aged 35-49,All
334,2007 FEB,14.9,Aged 35-49,All
335,2007 MAR,14.9,Aged 35-49,All
336,2007 APR,14.8,Aged 35-49,All
337,2007 MAY,14.8,Aged 35-49,All
338,2007 JUN,14.7,Aged 35-49,All
339,2007 JUL,14.8,Aged 35-49,All
340,2007 AUG,14.7,Aged 35-49,All
341,2007 SEP,14.7,Aged 35-49,All
342,2007 OCT,14.7,Aged 35-49,All
343,2007 NOV,14.7,Aged 35-49,All
344,2007 DEC,14.6,Aged 35-49,All
345,2008 JAN,14.6,Aged 35-49,All
346,2008 FEB,14.6,Aged 35-49,All
347,2008 MAR,14.4,Aged 35-49,All
348,2008 APR,14.4,Aged 35-49,All
349,2008 MAY,14.4,Aged 35-49,All
350,2008 JUN,14.4,Aged 35-49,All
351,2008 JUL,14.4,Aged 35-49,All
352,2008 AUG,14.5,Aged 35-49,All
353,2008 SEP,14.6,Aged 35-49,All
354,2008 OCT,14.5,Aged 35-49,All
355,2008 NOV,14.2,Aged 35-49,All
356,2008 DEC,14.0,Aged 35-49,All
357,2009 JAN,13.9,Aged 35-49,All
358,2009 FEB,13.9,Aged 35-49,All
359,2009 MAR,14.0,Aged 35-49,All
360,2009 APR,14.1,Aged 35-49,All
361,2009 MAY,14.1,Aged 35-49,All
362,2009 JUN,14.2,Aged 35-49,All
363,2009 JUL,14.2,Aged 35-49,All
364,2009 AUG,14.1,Aged 35-49,All
365,2009 SEP,13.8,Aged 35-49,All
366,2009 OCT,14.0,Aged 35-49,All
367,2009 NOV,14.1,Aged 35-49,All
368,2009 DEC,14.3,Aged 35-49,All
369,2010 JAN,14.4,Aged 35-49,All
370,2010 FEB,14.5,Aged 35-49,All
371,2010 MAR,14.4,Aged 35-49,All
372,2010 APR,14.3,Aged 35-49,All
373,2010 MAY,14.3,Aged 35-49,All
374,2010 JUN,14.3,Aged 35-49,All
375,2010 JUL,14.2,Aged 35-49,All
376,2010 AUG,14.2,Aged 35-49,All
377,2010 SEP,14.3,Aged 35-49,All
378,2010 OCT,14.3,Aged 35-49,All
379,2010 NOV,14.3,Aged 35-49,All
380,2010 DEC,14.3,Aged 35-49,All
381,2011 JAN,14.3,Aged 35-49,All
382,2011 FEB,14.2,Aged 35-49,All
383,2011 MAR,14.4,Aged 35-49,All
384,2011 APR,14.3,Aged 35-49,All
385,2011 MAY,14.1,Aged 35-49,All
386,2011 JUN,14.3,Aged 35-49,All
387,2011 JUL,14.3,Aged 35-49,All
388,2011 AUG,14.1,Aged 35-49,All
389,2011 SEP,14.1,Aged 35-49,All
390,2011 OCT,14.1,Aged 35-49,All
391,2011 NOV,13.8,Aged 35-49,All
392,2011 DEC,13.9,Aged 35-49,All
393,2012 JAN,13.8,Aged 35-49,All
394,2012 FEB,13.8,Aged 35-49,All
395,2012 MAR,13.8,Aged 35-49,All
396,2012 APR,13.7,Aged 35-49,All
397,2012 MAY,13.6,Aged 35-49,All
398,2012 JUN,13.4,Aged 35-49,All
399,2012 JUL,13.3,Aged 35-49,All
400,2012 AUG,13.4,Aged 35-49,All
401,2012 SEP,13.3,Aged 35-49,All
402,2012 OCT,13.4,Aged 35-49,All
403,2012 NOV,13.3,Aged 35-49,All
404,2012 DEC,13.4,Aged 35-49,All
405,2013 JAN,13.5,Aged 35-49,All
406,2013 FEB,13.5,Aged 35-49,All
407,2013 MAR,13.6,Aged 35-49,All
408,2013 APR,13.6,Aged 35-49,All
409,2013 MAY,13.6,Aged 35-49,All
410,2013 JUN,13.6,Aged 35-49,All
411,2013 JUL,13.4,Aged 35-49,All
412,2013 AUG,13.7,Aged 35-49,All
413,2013 SEP,13.8,Aged 35-49,All
414,2013 OCT,13.7,Aged 35-49,All
415,2013 NOV,13.8,Aged 35-49,All
416,2013 DEC,13.5,Aged 35-49,All
417,2014 JAN,13.5,Aged 35-49,All
418,2014 FEB,13.4,Aged 35-49,All
419,2014 MAR,13.4,Aged 35-49,All
420,2014 APR,13.2,Aged 35-49,All
421,2014 MAY,13.1,Aged 35-49,All
422,2014 JUN,13.1,Aged 35-49,All
423,2014 JUL,13.1,Aged 35-49,All
424,2014 AUG,13.0,Aged 35-49,All
425,2014 SEP,13.1,Aged 35-49,All
426,2014 OCT,13.2,Aged 35-49,All
427,2014 NOV,13.1,Aged 35-49,All
428,2014 DEC,13.0,Aged 35-49,All
429,2015 JAN,12.9,Aged 35-49,All
430,2015 FEB,13.1,Aged 35-49,All
431,2015 MAR,13.1,Aged 35-49,All
432,2015 APR,13.2,Aged 35-49,All
433,2015 MAY,13.4,Aged 35-49,All
434,2015 JUN,13.5,Aged 35-49,All
435,2015 JUL,13.7,Aged 35-49,All
436,2015 AUG,13.8,Aged 35-49,All
437,2015 SEP,13.7,Aged 35-49,All
438,2015 OCT,13.8,Aged 35-49,All
439,2015 NOV,13.7,Aged 35-49,All
440,2015 DEC,13.8,Aged 35-49,All
441,2016 JAN,13.5,Aged 35-49,All
442,2016 FEB,13.5,Aged 35-49,All
443,2016 MAR,13.7,Aged 35-49,All
444,2016 APR,13.5,Aged 35-49,All
445,2016 MAY,13.5,Aged 35-49,All
446,2016 JUN,13.3,Aged 35-49,All
447,2016 JUL,13.1,Aged 35-49,All
448,2016 AUG,13.4,Aged 35-49,All
449,2016 SEP,13.5,Aged 35-49,All
450,2016 OCT,13.5,Aged 35-49,All
451,2016 NOV,13.4,Aged 35-49,All
452,2016 DEC,13.3,Aged 35-49,All
453,2017 JAN,13.4,Aged 35-49,All
454,2017 FEB,13.4,Aged 35-49,All
455,2017 MAR,13.3,Aged 35-49,All
456,2017 APR,13.2,Aged 35-49,All
457,2017 MAY,13.0,Aged 35-49,All
458,2017 JUN,12.8,Aged 35-49,All
459,2017 JUL,12.8,Aged 35-49,All
460,2017 AUG,13.2,Aged 35-49,All
461,2017 SEP,12.9,Aged 35-49,All
462,2017 OCT,12.7,Aged 35-49,All
463,2017 NOV,12.7,Aged 35-49,All
464,2017 DEC,12.6,Aged 35-49,All
465,2018 JAN,12.5,Aged 35-49,All
466,2018 FEB,12.4,Aged 35-49,All
467,2018 MAR,12.4,Aged 35-49,All
468,2018 APR,12.4,Aged 35-49,All
469,2018 MAY,12.5,Aged 35-49,All
470,2018 JUN,12.6,Aged 35-49,All
471,2018 JUL,12.6,Aged 35-49,All
472,2018 AUG,12.5,Aged 35-49,All
473,2018 SEP,12.4,Aged 35-49,All
474,2018 OCT,12.4,Aged 35-49,All
475,2018 NOV,12.3,Aged 35-49,All
476,2018 DEC,12.3,Aged 35-49,All
477,2019 JAN,12.4,Aged 35-49,All
478,2019 FEB,12.5,Aged 35-49,All
479,2019 MAR,12.4,Aged 35-49,All
480,2019 APR,12.4,Aged 35-49,All
481,2019 MAY,12.5,Aged 35-49,All
482,2019 JUN,12.5,Aged 35-49,All
483,2019 JUL,12.4,Aged 35-49,All
484,2019 AUG,12.3,Aged 35-49,All
485,2019 SEP,12.4,Aged 35-49,All
486,2019 OCT,12.1,Aged 35-49,All
487,2019 NOV,12.0,Aged 35-49,All
488,2019 DEC,12.2,Aged 35-49,All
489,2020 JAN,12.1,Aged 35-49,All
490,2020 FEB,12.3,Aged 35-49,All
491,2020 MAR,12.5,Aged 35-49,All
492,2020 APR,12.6,Aged 35-49,All
493,2020 MAY,12.7,Aged 35-49,All
494,2020 JUN,12.6,Aged 35-49,All
495,2020 JUL,12.7,Aged 35-49,All
496,2020 AUG,12.8,Aged 35-49,All
497,2020 SEP,12.5,Aged 35-49,All
498,2020 OCT,12.4,Aged 35-49,All
499,2020 NOV,12.5,Aged 35-49,All
500,2020 DEC,12.4,Aged 35-49,All
501,2021 JAN,12.0,Aged 35-49,All
502,2021 FEB,12.2,Aged 35-49,All
503,2021 MAR,12.0,Aged 35-49,All
504,2021 APR,12.0,Aged 35-49,All
505,2021 MAY,11.9,Aged 35-49,All
506,2021 JUN,11.9,Aged 35-49,All
507,2021 JUL,11.7,Aged 35-49,All
508,2021 AUG,11.8,Aged 35-49,All
509,2021 SEP,11.9,Aged 35-49,All
510,2021 OCT,12.0,Aged 35-49,All
511,2021 NOV,12.1,Aged 35-49,All
512,2021 DEC,12.3,Aged 35-49,All
513,2022 JAN,12.4,Aged 35-49,All
514,2022 FEB,12.3,Aged 35-49,All
515,2022 MAR,12.3,Aged 35-49,All
516,2022 APR,12.0,Aged 35-49,All
517,2022 MAY,12.0,Aged 35-49,All
518,2022 JUN,12.1,Aged 35-49,All
519,2022 JUL,12.2,Aged 35-49,All
520,2022 AUG,12.3,Aged 35-49,All
521,2022 SEP,12.3,Aged 35-49,All
522,2022 OCT,12.7,Aged 35-49,All
523,2022 NOV,12.3,Aged 35-49,All
524,2022 DEC,12.5,Aged 35-49,All
525,2023 JAN,12.4,Aged 35-49,All
526,2023 FEB,12.3,Aged 35-49,All
527,2023 MAR,12.2,Aged 35-49,All
528,2023 APR,11.9,Aged 35-49,All
529,2023 MAY,12.1,Aged 35-49,All
156,1992 APR,20.6,Aged 16-24: UK: Male,Men
157,1992 MAY,20.6,Aged 16-24: UK: Male,Men
158,1992 JUN,21.1,Aged 16-24: UK: Male,Men
159,1992 JUL,21.0,Aged 16-24: UK: Male,Men
160,1992 AUG,21.0,Aged 16-24: UK: Male,Men
161,1992 SEP,21.3,Aged 16-24: UK: Male,Men
162,1992 OCT,21.4,Aged 16-24: UK: Male,Men
163,1992 NOV,21.8,Aged 16-24: UK: Male,Men
164,1992 DEC,21.6,Aged 16-24: UK: Male,Men
165,1993 JAN,21.7,Aged 16-24: UK: Male,Men
166,1993 FEB,21.6,Aged 16-24: UK: Male,Men
167,1993 MAR,22.5,Aged 16-24: UK: Male,Men
168,1993 APR,22.1,Aged 16-24: UK: Male,Men
169,1993 MAY,22.3,Aged 16-24: UK: Male,Men
170,1993 JUN,22.1,Aged 16-24: UK: Male,Men
171,1993 JUL,22.3,Aged 16-24: UK: Male,Men
172,1993 AUG,22.3,Aged 16-24: UK: Male,Men
173,1993 SEP,22.5,Aged 16-24: UK: Male,Men
174,1993 OCT,22.6,Aged 16-24: UK: Male,Men
175,1993 NOV,22.4,Aged 16-24: UK: Male,Men
176,1993 DEC,22.4,Aged 16-24: UK: Male,Men
177,1994 JAN,22.3,Aged 16-24: UK: Male,Men
178,1994 FEB,22.6,Aged 16-24: UK: Male,Men
179,1994 MAR,22.5,Aged 16-24: UK: Male,Men
180,1994 APR,22.9,Aged 16-24: UK: Male,Men
181,1994 MAY,23.0,Aged 16-24: UK: Male,Men
182,1994 JUN,23.0,Aged 16-24: UK: Male,Men
183,1994 JUL,23.0,Aged 16-24: UK: Male,Men
184,1994 AUG,23.1,Aged 16-24: UK: Male,Men
185,1994 SEP,23.2,Aged 16-24: UK: Male,Men
186,1994 OCT,23.5,Aged 16-24: UK: Male,Men
187,1994 NOV,23.5,Aged 16-24: UK: Male,Men
188,1994 DEC,23.7,Aged 16-24: UK: Male,Men
189,1995 JAN,23.7,Aged 16-24: UK: Male,Men
190,1995 FEB,23.8,Aged 16-24: UK: Male,Men
191,1995 MAR,24.0,Aged 16-24: UK: Male,Men
192,1995 APR,23.5,Aged 16-24: UK: Male,Men
193,1995 MAY,23.4,Aged 16-24: UK: Male,Men
194,1995 JUN,23.6,Aged 16-24: UK: Male,Men
195,1995 JUL,23.1,Aged 16-24: UK: Male,Men
196,1995 AUG,23.0,Aged 16-24: UK: Male,Men
197,1995 SEP,22.7,Aged 16-24: UK: Male,Men
198,1995 OCT,22.9,Aged 16-24: UK: Male,Men
199,1995 NOV,22.8,Aged 16-24: UK: Male,Men
200,1995 DEC,22.6,Aged 16-24: UK: Male,Men
201,1996 JAN,22.6,Aged 16-24: UK: Male,Men
202,1996 FEB,22.7,Aged 16-24: UK: Male,Men
203,1996 MAR,22.6,Aged 16-24: UK: Male,Men
204,1996 APR,22.6,Aged 16-24: UK: Male,Men
205,1996 MAY,22.7,Aged 16-24: UK: Male,Men
206,1996 JUN,23.1,Aged 16-24: UK: Male,Men
207,1996 JUL,23.0,Aged 16-24: UK: Male,Men
208,1996 AUG,23.2,Aged 16-24: UK: Male,Men
209,1996 SEP,23.2,Aged 16-24: UK: Male,Men
210,1996 OCT,23.0,Aged 16-24: UK: Male,Men
211,1996 NOV,23.3,Aged 16-24: UK: Male,Men
212,1996 DEC,23.3,Aged 16-24: UK: Male,Men
213,1997 JAN,23.3,Aged 16-24: UK: Male,Men
214,1997 FEB,23.1,Aged 16-24: UK: Male,Men
215,1997 MAR,23.2,Aged 16-24: UK: Male,Men
216,1997 APR,23.3,Aged 16-24: UK: Male,Men
217,1997 MAY,23.1,Aged 16-24: UK: Male,Men
218,1997 JUN,23.1,Aged 16-24: UK: Male,Men
219,1997 JUL,23.5,Aged 16-24: UK: Male,Men
220,1997 AUG,23.7,Aged 16-24: UK: Male,Men
221,1997 SEP,23.7,Aged 16-24: UK: Male,Men
222,1997 OCT,23.9,Aged 16-24: UK: Male,Men
223,1997 NOV,24.0,Aged 16-24: UK: Male,Men
224,1997 DEC,24.2,Aged 16-24: UK: Male,Men
225,1998 JAN,24.3,Aged 16-24: UK: Male,Men
226,1998 FEB,24.4,Aged 16-24: UK: Male,Men
227,1998 MAR,24.7,Aged 16-24: UK: Male,Men
228,1998 APR,24.5,Aged 16-24: UK: Male,Men
229,1998 MAY,24.3,Aged 16-24: UK: Male,Men
230,1998 JUN,23.3,Aged 16-24: UK: Male,Men
231,1998 JUL,22.8,Aged 16-24: UK: Male,Men
232,1998 AUG,23.1,Aged 16-24: UK: Male,Men
233,1998 SEP,23.7,Aged 16-24: UK: Male,Men
234,1998 OCT,23.8,Aged 16-24: UK: Male,Men
235,1998 NOV,24.0,Aged 16-24: UK: Male,Men
236,1998 DEC,23.9,Aged 16-24: UK: Male,Men
237,1999 JAN,23.7,Aged 16-24: UK: Male,Men
238,1999 FEB,23.9,Aged 16-24: UK: Male,Men
239,1999 MAR,24.0,Aged 16-24: UK: Male,Men
240,1999 APR,24.4,Aged 16-24: UK: Male,Men
241,1999 MAY,24.0,Aged 16-24: UK: Male,Men
242,1999 JUN,24.3,Aged 16-24: UK: Male,Men
243,1999 JUL,24.5,Aged 16-24: UK: Male,Men
244,1999 AUG,24.2,Aged 16-24: UK: Male,Men
245,1999 SEP,24.3,Aged 16-24: UK: Male,Men
246,1999 OCT,23.9,Aged 16-24: UK: Male,Men
247,1999 NOV,24.1,Aged 16-24: UK: Male,Men
248,1999 DEC,24.0,Aged 16-24: UK: Male,Men
249,2000 JAN,24.5,Aged 16-24: UK: Male,Men
250,2000 FEB,24.2,Aged 16-24: UK: Male,Men
251,2000 MAR,23.8,Aged 16-24: UK: Male,Men
252,2000 APR,23.9,Aged 16-24: UK: Male,Men
253,2000 MAY,24.8,Aged 16-24: UK: Male,Men
254,2000 JUN,25.4,Aged 16-24: UK: Male,Men
255,2000 JUL,25.1,Aged 16-24: UK: Male,Men
256,2000 AUG,25.1,Aged 16-24: UK: Male,Men
257,2000 SEP,25.5,Aged 16-24: UK: Male,Men
258,2000 OCT,25.9,Aged 16-24: UK: Male,Men
259,2000 NOV,25.8,Aged 16-24: UK: Male,Men
260,2000 DEC,25.2,Aged 16-24: UK: Male,Men
261,2001 JAN,25.3,Aged 16-24: UK: Male,Men
262,2001 FEB,25.3,Aged 16-24: UK: Male,Men
263,2001 MAR,25.6,Aged 16-24: UK: Male,Men
264,2001 APR,25.5,Aged 16-24: UK: Male,Men
265,2001 MAY,25.3,Aged 16-24: UK: Male,Men
266,2001 JUN,25.2,Aged 16-24: UK: Male,Men
267,2001 JUL,24.4,Aged 16-24: UK: Male,Men
268,2001 AUG,24.9,Aged 16-24: UK: Male,Men
269,2001 SEP,25.0,Aged 16-24: UK: Male,Men
270,2001 OCT,24.8,Aged 16-24: UK: Male,Men
271,2001 NOV,24.8,Aged 16-24: UK: Male,Men
272,2001 DEC,25.1,Aged 16-24: UK: Male,Men
273,2002 JAN,25.5,Aged 16-24: UK: Male,Men
274,2002 FEB,25.4,Aged 16-24: UK: Male,Men
275,2002 MAR,25.2,Aged 16-24: UK: Male,Men
276,2002 APR,25.4,Aged 16-24: UK: Male,Men
277,2002 MAY,25.8,Aged 16-24: UK: Male,Men
278,2002 JUN,26.2,Aged 16-24: UK: Male,Men
279,2002 JUL,26.4,Aged 16-24: UK: Male,Men
280,2002 AUG,26.7,Aged 16-24: UK: Male,Men
281,2002 SEP,26.0,Aged 16-24: UK: Male,Men
282,2002 OCT,26.0,Aged 16-24: UK: Male,Men
283,2002 NOV,25.5,Aged 16-24: UK: Male,Men
284,2002 DEC,25.9,Aged 16-24: UK: Male,Men
285,2003 JAN,26.0,Aged 16-24: UK: Male,Men
286,2003 FEB,26.2,Aged 16-24: UK: Male,Men
287,2003 MAR,26.4,Aged 16-24: UK: Male,Men
288,2003 APR,26.5,Aged 16-24: UK: Male,Men
289,2003 MAY,26.8,Aged 16-24: UK: Male,Men
290,2003 JUN,26.8,Aged 16-24: UK: Male,Men
291,2003 JUL,27.0,Aged 16-24: UK: Male,Men
292,2003 AUG,26.9,Aged 16-24: UK: Male,Men
293,2003 SEP,26.9,Aged 16-24: UK: Male,Men
294,2003 OCT,27.1,Aged 16-24: UK: Male,Men
295,2003 NOV,27.4,Aged 16-24: UK: Male,Men
296,2003 DEC,27.3,Aged 16-24: UK: Male,Men
297,2004 JAN,27.1,Aged 16-24: UK: Male,Men
298,2004 FEB,27.1,Aged 16-24: UK: Male,Men
299,2004 MAR,27.3,Aged 16-24: UK: Male,Men
300,2004 APR,26.9,Aged 16-24: UK: Male,Men
301,2004 MAY,27.2,Aged 16-24: UK: Male,Men
302,2004 JUN,27.4,Aged 16-24: UK: Male,Men
303,2004 JUL,27.2,Aged 16-24: UK: Male,Men
304,2004 AUG,27.4,Aged 16-24: UK: Male,Men
305,2004 SEP,27.7,Aged 16-24: UK: Male,Men
306,2004 OCT,27.7,Aged 16-24: UK: Male,Men
307,2004 NOV,27.4,Aged 16-24: UK: Male,Men
308,2004 DEC,27.3,Aged 16-24: UK: Male,Men
309,2005 JAN,27.4,Aged 16-24: UK: Male,Men
310,2005 FEB,27.6,Aged 16-24: UK: Male,Men
311,2005 MAR,28.1,Aged 16-24: UK: Male,Men
312,2005 APR,28.0,Aged 16-24: UK: Male,Men
313,2005 MAY,27.8,Aged 16-24: UK: Male,Men
314,2005 JUN,27.7,Aged 16-24: UK: Male,Men
315,2005 JUL,28.3,Aged 16-24: UK: Male,Men
316,2005 AUG,28.4,Aged 16-24: UK: Male,Men
317,2005 SEP,28.2,Aged 16-24: UK: Male,Men
318,2005 OCT,28.6,Aged 16-24: UK: Male,Men
319,2005 NOV,28.8,Aged 16-24: UK: Male,Men
320,2005 DEC,29.6,Aged 16-24: UK: Male,Men
321,2006 JAN,28.6,Aged 16-24: UK: Male,Men
322,2006 FEB,28.8,Aged 16-24: UK: Male,Men
323,2006 MAR,28.4,Aged 16-24: UK: Male,Men
324,2006 APR,28.8,Aged 16-24: UK: Male,Men
325,2006 MAY,28.7,Aged 16-24: UK: Male,Men
326,2006 JUN,28.2,Aged 16-24: UK: Male,Men
327,2006 JUL,28.2,Aged 16-24: UK: Male,Men
328,2006 AUG,27.9,Aged 16-24: UK: Male,Men
329,2006 SEP,28.3,Aged 16-24: UK: Male,Men
330,2006 OCT,28.8,Aged 16-24: UK: Male,Men
331,2006 NOV,28.6,Aged 16-24: UK: Male,Men
332,2006 DEC,28.5,Aged 16-24: UK: Male,Men
333,2007 JAN,28.6,Aged 16-24: UK: Male,Men
334,2007 FEB,28.6,Aged 16-24: UK: Male,Men
335,2007 MAR,28.7,Aged 16-24: UK: Male,Men
336,2007 APR,29.0,Aged 16-24: UK: Male,Men
337,2007 MAY,29.5,Aged 16-24: UK: Male,Men
338,2007 JUN,30.2,Aged 16-24: UK: Male,Men
339,2007 JUL,29.9,Aged 16-24: UK: Male,Men
340,2007 AUG,29.8,Aged 16-24: UK: Male,Men
341,2007 SEP,29.7,Aged 16-24: UK: Male,Men
342,2007 OCT,29.4,Aged 16-24: UK: Male,Men
343,2007 NOV,29.4,Aged 16-24: UK: Male,Men
344,2007 DEC,29.2,Aged 16-24: UK: Male,Men
345,2008 JAN,29.4,Aged 16-24: UK: Male,Men
346,2008 FEB,29.4,Aged 16-24: UK: Male,Men
347,2008 MAR,29.7,Aged 16-24: UK: Male,Men
348,2008 APR,29.9,Aged 16-24: UK: Male,Men
349,2008 MAY,30.1,Aged 16-24: UK: Male,Men
350,2008 JUN,29.9,Aged 16-24: UK: Male,Men
351,2008 JUL,29.8,Aged 16-24: UK: Male,Men
352,2008 AUG,29.4,Aged 16-24: UK: Male,Men
353,2008 SEP,29.9,Aged 16-24: UK: Male,Men
354,2008 OCT,29.7,Aged 16-24: UK: Male,Men
355,2008 NOV,29.8,Aged 16-24: UK: Male,Men
356,2008 DEC,29.8,Aged 16-24: UK: Male,Men
357,2009 JAN,30.9,Aged 16-24: UK: Male,Men
358,2009 FEB,31.2,Aged 16-24: UK: Male,Men
359,2009 MAR,31.7,Aged 16-24: UK: Male,Men
360,2009 APR,31.6,Aged 16-24: UK: Male,Men
361,2009 MAY,31.7,Aged 16-24: UK: Male,Men
362,2009 JUN,31.9,Aged 16-24: UK: Male,Men
363,2009 JUL,32.3,Aged 16-24: UK: Male,Men
364,2009 AUG,33.5,Aged 16-24: UK: Male,Men
365,2009 SEP,33.9,Aged 16-24: UK: Male,Men
366,2009 OCT,34.7,Aged 16-24: UK: Male,Men
367,2009 NOV,35.0,Aged 16-24: UK: Male,Men
368,2009 DEC,35.4,Aged 16-24: UK: Male,Men
369,2010 JAN,35.0,Aged 16-24: UK: Male,Men
370,2010 FEB,34.5,Aged 16-24: UK: Male,Men
371,2010 MAR,34.0,Aged 16-24: UK: Male,Men
372,2010 APR,33.6,Aged 16-24: UK: Male,Men
373,2010 MAY,33.9,Aged 16-24: UK: Male,Men
374,2010 JUN,33.6,Aged 16-24: UK: Male,Men
375,2010 JUL,33.4,Aged 16-24: UK: Male,Men
376,2010 AUG,33.1,Aged 16-24: UK: Male,Men
377,2010 SEP,33.2,Aged 16-24: UK: Male,Men
378,2010 OCT,33.5,Aged 16-24: UK: Male,Men
379,2010 NOV,33.4,Aged 16-24: UK: Male,Men
380,2010 DEC,33.3,Aged 16-24: UK: Male,Men
381,2011 JAN,33.6,Aged 16-24: UK: Male,Men
382,2011 FEB,34.3,Aged 16-24: UK: Male,Men
383,2011 MAR,34.0,Aged 16-24: UK: Male,Men
384,2011 APR,34.0,Aged 16-24: UK: Male,Men
385,2011 MAY,33.8,Aged 16-24: UK: Male,Men
386,2011 JUN,34.5,Aged 16-24: UK: Male,Men
387,2011 JUL,33.9,Aged 16-24: UK: Male,Men
388,2011 AUG,34.3,Aged 16-24: UK: Male,Men
389,2011 SEP,34.4,Aged 16-24: UK: Male,Men
390,2011 OCT,34.4,Aged 16-24: UK: Male,Men
391,2011 NOV,34.2,Aged 16-24: UK: Male,Men
392,2011 DEC,34.3,Aged 16-24: UK: Male,Men
393,2012 JAN,33.9,Aged 16-24: UK: Male,Men
394,2012 FEB,33.9,Aged 16-24: UK: Male,Men
395,2012 MAR,34.1,Aged 16-24: UK: Male,Men
396,2012 APR,33.4,Aged 16-24: UK: Male,Men
397,2012 MAY,33.0,Aged 16-24: UK: Male,Men
398,2012 JUN,32.9,Aged 16-24: UK: Male,Men
399,2012 JUL,33.6,Aged 16-24: UK: Male,Men
400,2012 AUG,33.8,Aged 16-24: UK: Male,Men
401,2012 SEP,33.5,Aged 16-24: UK: Male,Men
402,2012 OCT,33.7,Aged 16-24: UK: Male,Men
403,2012 NOV,33.9,Aged 16-24: UK: Male,Men
404,2012 DEC,34.1,Aged 16-24: UK: Male,Men
405,2013 JAN,35.0,Aged 16-24: UK: Male,Men
406,2013 FEB,35.1,Aged 16-24: UK: Male,Men
407,2013 MAR,35.3,Aged 16-24: UK: Male,Men
408,2013 APR,35.3,Aged 16-24: UK: Male,Men
409,2013 MAY,35.2,Aged 16-24: UK: Male,Men
410,2013 JUN,34.7,Aged 16-24: UK: Male,Men
